entity_key,canonical_code,display_name,display_code,sugar_family,sugar_sort_key,anomer_availability,alpha_code,alpha_name,beta_code,beta_name,identical_group_codes,group_member_codes
|GU9,GU9,"2,3,6-tri-O-methyl-alpha-D-glucopyranose (GU9)",GU9,glucopyranose,"2,3,6-tri-o-methyl-alpha-d-glucopyranose",beta_only,,,GU9,"2,3,6-tri-O-methyl-alpha-D-glucopyranose",GU9,GU9
|GU8,GU8,"2,3,6-tri-O-methyl-beta-D-glucopyranose (GU8)",GU8,glucopyranose,"2,3,6-tri-o-methyl-beta-d-glucopyranose",beta_only,,,GU8,"2,3,6-tri-O-methyl-beta-D-glucopyranose",GU8,GU8
GU6|,GU6,"2,3,6-tri-O-sulfo-alpha-D-glucopyranose (GU6)",GU6,glucopyranose,"2,3,6-tri-o-sulfo-alpha-d-glucopyranose",alpha_only,GU6,"2,3,6-tri-O-sulfo-alpha-D-glucopyranose",,,GU6,GU6
|GU0,GU0,"2,3,6-tri-O-sulfonato-beta-D-glucopyranose (GU0)",GU0,glucopyranose,"2,3,6-tri-o-sulfonato-beta-d-glucopyranose",beta_only,,,GU0,"2,3,6-tri-O-sulfonato-beta-D-glucopyranose",GU0,GU0
U9G|,U9G,"2,3-di-O-methyl-6-O-sulfo-alpha-D-glucopyranose (U9G)",U9G,glucopyranose,"2,3-di-o-methyl-6-o-sulfo-alpha-d-glucopyranose",alpha_only,U9G,"2,3-di-O-methyl-6-O-sulfo-alpha-D-glucopyranose",,,U9G,U9G
|GU5,GU5,"2,3-di-O-methyl-6-O-sulfonato-alpha-D-glucopyranose (GU5)",GU5,glucopyranose,"2,3-di-o-methyl-6-o-sulfonato-alpha-d-glucopyranose",beta_only,,,GU5,"2,3-di-O-methyl-6-O-sulfonato-alpha-D-glucopyranose",GU5,GU5
ZB0|,ZB0,"2,3-di-O-methyl-alpha-D-glucopyranose (ZB0)",ZB0,glucopyranose,"2,3-di-o-methyl-alpha-d-glucopyranose",alpha_only,ZB0,"2,3-di-O-methyl-alpha-D-glucopyranose",,,ZB0,ZB0
PDX|,PDX,"2,3-di-O-sulfo-alpha-D-glucopyranose (PDX)",PDX,glucopyranose,"2,3-di-o-sulfo-alpha-d-glucopyranose",alpha_only,PDX,"2,3-di-O-sulfo-alpha-D-glucopyranose",,,PDX,PDX
TWD|,TWD,"2,3-di-O-sulfo-alpha-L-glucopyranose (TWD)",TWD,glucopyranose,"2,3-di-o-sulfo-alpha-l-glucopyranose",alpha_only,TWD,"2,3-di-O-sulfo-alpha-L-glucopyranose",,,TWD,TWD
|B6D,B6D,"2,4-bisacetamido-2,4,6-trideoxy-beta-D-glucopyranose (B6D)",B6D,glucopyranose,"2,4-bisacetamido-2,4,6-trideoxy-beta-d-glucopyranose",beta_only,,,B6D,"2,4-bisacetamido-2,4,6-trideoxy-beta-D-glucopyranose",B6D,B6D
|DT6,DT6,"2,4-bisacetamido-2,4-dideoxy-beta-D-glucopyranose (DT6)",DT6,glucopyranose,"2,4-bisacetamido-2,4-dideoxy-beta-d-glucopyranose",beta_only,,,DT6,"2,4-bisacetamido-2,4-dideoxy-beta-D-glucopyranose",DT6,DT6
5LS|,5LS,"2,4-di-O-sulfo-alpha-D-glucopyranose (5LS)",5LS,glucopyranose,"2,4-di-o-sulfo-alpha-d-glucopyranose",alpha_only,5LS,"2,4-di-O-sulfo-alpha-D-glucopyranose",,,5LS,5LS
ZB3|,ZB3,"2,6-di-O-methyl-alpha-D-glucopyranose (ZB3)",ZB3,glucopyranose,"2,6-di-o-methyl-alpha-d-glucopyranose",alpha_only,ZB3,"2,6-di-O-methyl-alpha-D-glucopyranose",,,ZB3,ZB3
BDG|,BDG,"2,6-diamino-2,6-dideoxy-alpha-D-glucopyranose (BDG)",BDG,glucopyranose,"2,6-diamino-2,6-dideoxy-alpha-d-glucopyranose",alpha_only,BDG,"2,6-diamino-2,6-dideoxy-alpha-D-glucopyranose",,,BDG,BDG
TOC|,TOC,"2,6-diammonio-2,3,6-trideoxy-alpha-D-glucopyranose (TOC)",TOC,glucopyranose,"2,6-diammonio-2,3,6-trideoxy-alpha-d-glucopyranose",alpha_only,TOC,"2,6-diammonio-2,3,6-trideoxy-alpha-D-glucopyranose",,,TOC,TOC
|DRI,DRI,"2,6-dideoxy-4-O-methyl-beta-D-glucopyranose (DRI)",DRI,glucopyranose,"2,6-dideoxy-4-o-methyl-beta-d-glucopyranose",beta_only,,,DRI,"2,6-dideoxy-4-O-methyl-beta-D-glucopyranose",DRI,DRI
NLC|,NLC,2-(ACETYLAMINO)-2-DEOXY-4-O-BETA-D-GALACTOPYRANOSYL-ALPHA-D-GLUCOPYRANOSE (NLC),NLC,glucopyranose,2-(acetylamino)-2-deoxy-4-o-beta-d-galactopyranosyl-alpha-d-glucopyranose,alpha_only,NLC,2-(ACETYLAMINO)-2-DEOXY-4-O-BETA-D-GALACTOPYRANOSYL-ALPHA-D-GLUCOPYRANOSE,,,NLC,NLC
|BG8,BG8,2-(benzoylamino)-2-deoxy-beta-D-glucopyranose (BG8),BG8,glucopyranose,2-(benzoylamino)-2-deoxy-beta-d-glucopyranose,beta_only,,,BG8,2-(benzoylamino)-2-deoxy-beta-D-glucopyranose,BG8,BG8
|BGN,BGN,2-(butanoylamino)-2-deoxy-beta-D-glucopyranose (BGN),BGN,glucopyranose,2-(butanoylamino)-2-deoxy-beta-d-glucopyranose,beta_only,,,BGN,2-(butanoylamino)-2-deoxy-beta-D-glucopyranose,BGN,BGN
GYV|,GYV,2-acetamido-1-O-carbamoyl-2-deoxy-alpha-D-glucopyranose (GYV),GYV,glucopyranose,2-acetamido-1-o-carbamoyl-2-deoxy-alpha-d-glucopyranose,alpha_only,GYV,2-acetamido-1-O-carbamoyl-2-deoxy-alpha-D-glucopyranose,,,GYV,GYV
GYU|,GYU,2-acetamido-2-deoxy-1-O-(propylcarbamoyl)-alpha-D-glucopyranose (GYU),GYU,glucopyranose,2-acetamido-2-deoxy-1-o-(propylcarbamoyl)-alpha-d-glucopyranose,alpha_only,GYU,2-acetamido-2-deoxy-1-O-(propylcarbamoyl)-alpha-D-glucopyranose,,,GYU,GYU
GN1|,GN1,2-acetamido-2-deoxy-1-O-phosphono-alpha-D-glucopyranose (GN1),GN1,glucopyranose,2-acetamido-2-deoxy-1-o-phosphono-alpha-d-glucopyranose,alpha_only,GN1,2-acetamido-2-deoxy-1-O-phosphono-alpha-D-glucopyranose,,,GN1,GN1
|GN4,GN4,2-acetamido-2-deoxy-4-O-phosphono-beta-D-glucopyranose (GN4),GN4,glucopyranose,2-acetamido-2-deoxy-4-o-phosphono-beta-d-glucopyranose,beta_only,,,GN4,2-acetamido-2-deoxy-4-O-phosphono-beta-D-glucopyranose,GN4,GN4
16G|,16G,2-acetamido-2-deoxy-6-O-phosphono-alpha-D-glucopyranose (16G),16G,glucopyranose,2-acetamido-2-deoxy-6-o-phosphono-alpha-d-glucopyranose,alpha_only,16G,2-acetamido-2-deoxy-6-O-phosphono-alpha-D-glucopyranose,,,16G,16G
|4QY,4QY,2-acetamido-2-deoxy-6-O-phosphono-beta-D-glucopyranose (4QY),4QY,glucopyranose,2-acetamido-2-deoxy-6-o-phosphono-beta-d-glucopyranose,beta_only,,,4QY,2-acetamido-2-deoxy-6-O-phosphono-beta-D-glucopyranose,4QY,4QY
NGY|,NGY,2-acetamido-2-deoxy-6-O-sulfo-alpha-D-glucopyranose (NGY),NGY,glucopyranose,2-acetamido-2-deoxy-6-o-sulfo-alpha-d-glucopyranose,alpha_only,NGY,2-acetamido-2-deoxy-6-O-sulfo-alpha-D-glucopyranose,,,NGY,NGY
|NGS,NGS,2-acetamido-2-deoxy-6-O-sulfo-beta-D-glucopyranose (NGS),NGS,glucopyranose,2-acetamido-2-deoxy-6-o-sulfo-beta-d-glucopyranose,beta_only,,,NGS,2-acetamido-2-deoxy-6-O-sulfo-beta-D-glucopyranose,NGS,NGS
NDG|NAG,NAG,2-acetamido-2-deoxy-alpha-D-glucopyranose (NDG),NDG,glucopyranose,2-acetamido-2-deoxy-alpha-d-glucopyranose,both,NDG,2-acetamido-2-deoxy-alpha-D-glucopyranose,NAG,2-acetamido-2-deoxy-beta-D-glucopyranose,NAG,"NAG, NDG"
NGZ|,NGZ,2-acetamido-2-deoxy-alpha-L-glucopyranose (NGZ),NGZ,glucopyranose,2-acetamido-2-deoxy-alpha-l-glucopyranose,alpha_only,NGZ,2-acetamido-2-deoxy-alpha-L-glucopyranose,,,NGZ,NGZ
491|,491,2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-1-O-phosphono-alpha-D-glucopyranose (491),491,glucopyranose,2-acetamido-3-o-[(1r)-1-carboxyethyl]-2-deoxy-1-o-phosphono-alpha-d-glucopyranose,alpha_only,491,2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-1-O-phosphono-alpha-D-glucopyranose,,,491,491
|NM6,NM6,2-acetamido-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-2-deoxy-beta-D-glucopyranose (NM6),NM6,glucopyranose,2-acetamido-3-o-[(2r)-1-amino-1-oxopropan-2-yl]-2-deoxy-beta-d-glucopyranose,beta_only,,,NM6,2-acetamido-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-2-deoxy-beta-D-glucopyranose,NM6,NM6
UDC|,UDC,"2-acetamido-3-O-[(2S,3S)-2-carboxy-3,4-dihydroxybutan-2-yl]-2-deoxy-alpha-D-glucopyranose (UDC)",UDC,glucopyranose,"2-acetamido-3-o-[(2s,3s)-2-carboxy-3,4-dihydroxybutan-2-yl]-2-deoxy-alpha-d-glucopyranose",alpha_only,UDC,"2-acetamido-3-O-[(2S,3S)-2-carboxy-3,4-dihydroxybutan-2-yl]-2-deoxy-alpha-D-glucopyranose",,,UDC,UDC
GP1|,GP1,2-amino-2-deoxy-1-O-phosphono-alpha-D-glucopyranose (GP1),GP1,glucopyranose,2-amino-2-deoxy-1-o-phosphono-alpha-d-glucopyranose,alpha_only,GP1,2-amino-2-deoxy-1-O-phosphono-alpha-D-glucopyranose,,,GP1,GP1
L1L|,L1L,2-amino-2-deoxy-1-O-phosphono-alpha-D-glucopyranose (L1L),L1L,glucopyranose,2-amino-2-deoxy-1-o-phosphono-alpha-d-glucopyranose,alpha_only,L1L,2-amino-2-deoxy-1-O-phosphono-alpha-D-glucopyranose,,,L1L,L1L
GP4|,GP4,2-amino-2-deoxy-4-O-phosphono-alpha-D-glucopyranose (GP4),GP4,glucopyranose,2-amino-2-deoxy-4-o-phosphono-alpha-d-glucopyranose,alpha_only,GP4,2-amino-2-deoxy-4-O-phosphono-alpha-D-glucopyranose,,,GP4,GP4
|Z9M,Z9M,2-amino-2-deoxy-4-O-phosphono-beta-D-glucopyranose (Z9M),Z9M,glucopyranose,2-amino-2-deoxy-4-o-phosphono-beta-d-glucopyranose,beta_only,,,Z9M,2-amino-2-deoxy-4-O-phosphono-beta-D-glucopyranose,Z9M,Z9M
GLP|,GLP,2-amino-2-deoxy-6-O-phosphono-alpha-D-glucopyranose (GLP),GLP,glucopyranose,2-amino-2-deoxy-6-o-phosphono-alpha-d-glucopyranose,alpha_only,GLP,2-amino-2-deoxy-6-O-phosphono-alpha-D-glucopyranose,,,GLP,GLP
|4R1,4R1,2-amino-2-deoxy-6-O-phosphono-beta-D-glucopyranose (4R1),4R1,glucopyranose,2-amino-2-deoxy-6-o-phosphono-beta-d-glucopyranose,beta_only,,,4R1,2-amino-2-deoxy-6-O-phosphono-beta-D-glucopyranose,4R1,4R1
3LJ|,3LJ,2-amino-2-deoxy-6-O-sulfo-alpha-D-glucopyranose (3LJ),3LJ,glucopyranose,2-amino-2-deoxy-6-o-sulfo-alpha-d-glucopyranose,alpha_only,3LJ,2-amino-2-deoxy-6-O-sulfo-alpha-D-glucopyranose,,,3LJ,3LJ
PA1|GCS,GCS,2-amino-2-deoxy-alpha-D-glucopyranose (PA1),PA1,glucopyranose,2-amino-2-deoxy-alpha-d-glucopyranose,both,PA1,2-amino-2-deoxy-alpha-D-glucopyranose,GCS,2-amino-2-deoxy-beta-D-glucopyranose,GCS,"GCS, PA1"
WUN|,WUN,2-amino-4-O-(4-chlorobenzyl)-2-deoxy-alpha-D-glucopyranose (WUN),WUN,glucopyranose,2-amino-4-o-(4-chlorobenzyl)-2-deoxy-alpha-d-glucopyranose,alpha_only,WUN,2-amino-4-O-(4-chlorobenzyl)-2-deoxy-alpha-D-glucopyranose,,,WUN,WUN
YKR|,YKR,2-amino-4-O-benzyl-2-deoxy-alpha-D-glucopyranose (YKR),YKR,glucopyranose,2-amino-4-o-benzyl-2-deoxy-alpha-d-glucopyranose,alpha_only,YKR,2-amino-4-O-benzyl-2-deoxy-alpha-D-glucopyranose,,,YKR,YKR
|SN5,SN5,2-deoxy-2-(ethanethioylamino)-beta-D-glucopyranose (SN5),SN5,glucopyranose,2-deoxy-2-(ethanethioylamino)-beta-d-glucopyranose,beta_only,,,SN5,2-deoxy-2-(ethanethioylamino)-beta-D-glucopyranose,SN5,SN5
GNS|,GNS,2-deoxy-2-(sulfoamino)-alpha-D-glucopyranose (GNS),GNS,glucopyranose,2-deoxy-2-(sulfoamino)-alpha-d-glucopyranose,alpha_only,GNS,2-deoxy-2-(sulfoamino)-alpha-D-glucopyranose,,,GNS,GNS
|TMX,TMX,2-deoxy-2-(trimethylammonio)-beta-D-glucopyranose (TMX),TMX,glucopyranose,2-deoxy-2-(trimethylammonio)-beta-d-glucopyranose,beta_only,,,TMX,2-deoxy-2-(trimethylammonio)-beta-D-glucopyranose,TMX,TMX
|TCG,TCG,2-deoxy-2-(trimethylammonio)-beta-D-glucopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->4)-2-(acety lamino)-2-deoxy-beta-D-glucopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-D-glucopyranose (TCG),TCG,glucopyranose,2-deoxy-2-(trimethylammonio)-beta-d-glucopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-d-glucopyranosyl-(1->4)-2-(acety lamino)-2-deoxy-beta-d-glucopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-d-glucopyranose,beta_only,,,TCG,2-deoxy-2-(trimethylammonio)-beta-D-glucopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->4)-2-(acety lamino)-2-deoxy-beta-D-glucopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-D-glucopyranose,TCG,TCG
GFP|,GFP,2-deoxy-2-fluoro-1-O-phosphono-alpha-D-glucopyranose (GFP),GFP,glucopyranose,2-deoxy-2-fluoro-1-o-phosphono-alpha-d-glucopyranose,alpha_only,GFP,2-deoxy-2-fluoro-1-O-phosphono-alpha-D-glucopyranose,,,GFP,GFP
G2F|SHG,G2F,2-deoxy-2-fluoro-alpha-D-glucopyranose (G2F),G2F,glucopyranose,2-deoxy-2-fluoro-alpha-d-glucopyranose,both,G2F,2-deoxy-2-fluoro-alpha-D-glucopyranose,SHG,2-deoxy-2-fluoro-beta-D-glucopyranose,G2F,"G2F, SHG"
|YX1,YX1,2-deoxy-2-{[(2-hydroxy-1-methylhydrazino)carbonyl]amino}-beta-D-glucopyranose (YX1),YX1,glucopyranose,2-deoxy-2-{[(2-hydroxy-1-methylhydrazino)carbonyl]amino}-beta-d-glucopyranose,beta_only,,,YX1,2-deoxy-2-{[(2-hydroxy-1-methylhydrazino)carbonyl]amino}-beta-D-glucopyranose,YX1,YX1
OTG|,OTG,2-deoxy-2-{[(2-methylphenyl)carbonyl]amino}-alpha-D-glucopyranose (OTG),OTG,glucopyranose,2-deoxy-2-{[(2-methylphenyl)carbonyl]amino}-alpha-d-glucopyranose,alpha_only,OTG,2-deoxy-2-{[(2-methylphenyl)carbonyl]amino}-alpha-D-glucopyranose,,,OTG,OTG
NNG|,NNG,2-deoxy-2-{[(S)-hydroxy(methyl)phosphoryl]amino}-6-O-phosphono-alpha-D-glucopyranose (NNG),NNG,glucopyranose,2-deoxy-2-{[(s)-hydroxy(methyl)phosphoryl]amino}-6-o-phosphono-alpha-d-glucopyranose,alpha_only,NNG,2-deoxy-2-{[(S)-hydroxy(methyl)phosphoryl]amino}-6-O-phosphono-alpha-D-glucopyranose,,,NNG,NNG
|MQG,MQG,2-deoxy-2-{[(S)-hydroxy(methyl)phosphoryl]amino}-beta-D-glucopyranose (MQG),MQG,glucopyranose,2-deoxy-2-{[(s)-hydroxy(methyl)phosphoryl]amino}-beta-d-glucopyranose,beta_only,,,MQG,2-deoxy-2-{[(S)-hydroxy(methyl)phosphoryl]amino}-beta-D-glucopyranose,MQG,MQG
4V5|,4V5,2-deoxy-2-{[3-(4-hydroxyphenyl)propanoyl]amino}-alpha-D-glucopyranose (4V5),4V5,glucopyranose,2-deoxy-2-{[3-(4-hydroxyphenyl)propanoyl]amino}-alpha-d-glucopyranose,alpha_only,4V5,2-deoxy-2-{[3-(4-hydroxyphenyl)propanoyl]amino}-alpha-D-glucopyranose,,,4V5,4V5
SUS|,SUS,"2-deoxy-3,6-di-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranose (SUS)",SUS,glucopyranose,"2-deoxy-3,6-di-o-sulfo-2-(sulfoamino)-alpha-d-glucopyranose",alpha_only,SUS,"2-deoxy-3,6-di-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranose",,,SUS,SUS
GNX|,GNX,2-deoxy-3-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranose (GNX),GNX,glucopyranose,2-deoxy-3-o-sulfo-2-(sulfoamino)-alpha-d-glucopyranose,alpha_only,GNX,2-deoxy-3-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranose,,,GNX,GNX
D6G|0NZ,0NZ,2-deoxy-6-O-phosphono-alpha-D-glucopyranose (D6G),D6G,glucopyranose,2-deoxy-6-o-phosphono-alpha-d-glucopyranose,both,D6G,2-deoxy-6-O-phosphono-alpha-D-glucopyranose,0NZ,2-deoxy-6-O-phosphono-beta-D-glucopyranose,0NZ,"0NZ, D6G"
SGN|,SGN,2-deoxy-6-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranose (SGN),SGN,glucopyranose,2-deoxy-6-o-sulfo-2-(sulfoamino)-alpha-d-glucopyranose,alpha_only,SGN,2-deoxy-6-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranose,,,SGN,SGN
YJM|,YJM,2-deoxy-6-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranose (YJM),YJM,glucopyranose,2-deoxy-6-o-sulfo-2-(sulfoamino)-alpha-d-glucopyranose,alpha_only,YJM,2-deoxy-6-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranose,,,YJM,YJM
|5KV,5KV,2-deoxy-6-O-sulfo-2-(sulfoamino)-beta-D-glucopyranose (5KV),5KV,glucopyranose,2-deoxy-6-o-sulfo-2-(sulfoamino)-beta-d-glucopyranose,beta_only,,,5KV,2-deoxy-6-O-sulfo-2-(sulfoamino)-beta-D-glucopyranose,5KV,5KV
JHM|,JHM,2-deoxy-6-O-sulfo-alpha-D-glucopyranose (JHM),JHM,glucopyranose,2-deoxy-6-o-sulfo-alpha-d-glucopyranose,alpha_only,JHM,2-deoxy-6-O-sulfo-alpha-D-glucopyranose,,,JHM,JHM
H6Z|,H6Z,"2-O-[(R)-{[(2S)-1,1-dihydroxypropan-2-yl]oxy}(hydroxy)phosphoryl]-alpha-D-glucopyranose (H6Z)",H6Z,glucopyranose,"2-o-[(r)-{[(2s)-1,1-dihydroxypropan-2-yl]oxy}(hydroxy)phosphoryl]-alpha-d-glucopyranose",alpha_only,H6Z,"2-O-[(R)-{[(2S)-1,1-dihydroxypropan-2-yl]oxy}(hydroxy)phosphoryl]-alpha-D-glucopyranose",,,H6Z,H6Z
|H6Q,H6Q,"2-O-[(R)-{[(2S)-1,1-dihydroxypropan-2-yl]oxy}(hydroxy)phosphoryl]-beta-D-glucopyranose (H6Q)",H6Q,glucopyranose,"2-o-[(r)-{[(2s)-1,1-dihydroxypropan-2-yl]oxy}(hydroxy)phosphoryl]-beta-d-glucopyranose",beta_only,,,H6Q,"2-O-[(R)-{[(2S)-1,1-dihydroxypropan-2-yl]oxy}(hydroxy)phosphoryl]-beta-D-glucopyranose",H6Q,H6Q
ZB2|,ZB2,2-O-methyl-alpha-D-glucopyranose (ZB2),ZB2,glucopyranose,2-o-methyl-alpha-d-glucopyranose,alpha_only,ZB2,2-O-methyl-alpha-D-glucopyranose,,,ZB2,ZB2
|BGL,BGL,2-O-octyl-beta-D-glucopyranose (BGL),BGL,glucopyranose,2-o-octyl-beta-d-glucopyranose,beta_only,,,BGL,2-O-octyl-beta-D-glucopyranose,BGL,BGL
ALX|,ALX,2-O-phosphono-alpha-D-glucopyranose (ALX),ALX,glucopyranose,2-o-phosphono-alpha-d-glucopyranose,alpha_only,ALX,2-O-phosphono-alpha-D-glucopyranose,,,ALX,ALX
|BNX,BNX,2-O-phosphono-beta-D-glucopyranose (BNX),BNX,glucopyranose,2-o-phosphono-beta-d-glucopyranose,beta_only,,,BNX,2-O-phosphono-beta-D-glucopyranose,BNX,BNX
Z4K|,Z4K,2-O-sulfo-alpha-D-glucopyranose (Z4K),Z4K,glucopyranose,2-o-sulfo-alpha-d-glucopyranose,alpha_only,Z4K,2-O-sulfo-alpha-D-glucopyranose,,,Z4K,Z4K
|9C1,9C1,2-{[(2E)-4-chlorobut-2-enoyl]amino}-2-deoxy-beta-D-glucopyranose (9C1),9C1,glucopyranose,2-{[(2e)-4-chlorobut-2-enoyl]amino}-2-deoxy-beta-d-glucopyranose,beta_only,,,9C1,2-{[(2E)-4-chlorobut-2-enoyl]amino}-2-deoxy-beta-D-glucopyranose,9C1,9C1
|9CD,9CD,2-{[(2E)-but-2-enoyl]amino}-2-deoxy-beta-D-glucopyranose (9CD),9CD,glucopyranose,2-{[(2e)-but-2-enoyl]amino}-2-deoxy-beta-d-glucopyranose,beta_only,,,9CD,2-{[(2E)-but-2-enoyl]amino}-2-deoxy-beta-D-glucopyranose,9CD,9CD
|4UZ,4UZ,2-{[(benzyloxy)carbonyl]amino}-2-deoxy-beta-D-glucopyranose (4UZ),4UZ,glucopyranose,2-{[(benzyloxy)carbonyl]amino}-2-deoxy-beta-d-glucopyranose,beta_only,,,4UZ,2-{[(benzyloxy)carbonyl]amino}-2-deoxy-beta-D-glucopyranose,4UZ,4UZ
SG4|,SG4,"3,4-di-O-acetyl-6-O-sulfamoyl-alpha-D-glucopyranose (SG4)",SG4,glucopyranose,"3,4-di-o-acetyl-6-o-sulfamoyl-alpha-d-glucopyranose",alpha_only,SG4,"3,4-di-O-acetyl-6-O-sulfamoyl-alpha-D-glucopyranose",,,SG4,SG4
Z9H|,Z9H,"3,4-di-O-methyl-2,6-di-O-sulfo-alpha-D-glucopyranose (Z9H)",Z9H,glucopyranose,"3,4-di-o-methyl-2,6-di-o-sulfo-alpha-d-glucopyranose",alpha_only,Z9H,"3,4-di-O-methyl-2,6-di-O-sulfo-alpha-D-glucopyranose",,,Z9H,Z9H
5LT|,5LT,"3,4-di-O-sulfo-alpha-D-glucopyranose (5LT)",5LT,glucopyranose,"3,4-di-o-sulfo-alpha-d-glucopyranose",alpha_only,5LT,"3,4-di-O-sulfo-alpha-D-glucopyranose",,,5LT,5LT
TOA|,TOA,3-ammonio-3-deoxy-alpha-D-glucopyranose (TOA),TOA,glucopyranose,3-ammonio-3-deoxy-alpha-d-glucopyranose,alpha_only,TOA,3-ammonio-3-deoxy-alpha-D-glucopyranose,,,TOA,TOA
TUP|G3F,G3F,3-deoxy-3-fluoro-alpha-D-glucopyranose (TUP),TUP,glucopyranose,3-deoxy-3-fluoro-alpha-d-glucopyranose,both,TUP,3-deoxy-3-fluoro-alpha-D-glucopyranose,G3F,3-deoxy-3-fluoro-beta-D-glucopyranose,G3F,"G3F, TUP"
|3DO,3DO,3-deoxy-beta-D-glucopyranose (3DO),3DO,glucopyranose,3-deoxy-beta-d-glucopyranose,beta_only,,,3DO,3-deoxy-beta-D-glucopyranose,3DO,3DO
NGR|,NGR,3-O-alpha-D-glucopyranosyl-alpha-D-glucopyranose (NGR),NGR,glucopyranose,3-o-alpha-d-glucopyranosyl-alpha-d-glucopyranose,alpha_only,NGR,3-O-alpha-D-glucopyranosyl-alpha-D-glucopyranose,,,NGR,NGR
ZB1|,ZB1,3-O-methyl-alpha-D-glucopyranose (ZB1),ZB1,glucopyranose,3-o-methyl-alpha-d-glucopyranose,alpha_only,ZB1,3-O-methyl-alpha-D-glucopyranose,,,ZB1,ZB1
|3MG,3MG,3-O-methyl-beta-D-glucopyranose (3MG),3MG,glucopyranose,3-o-methyl-beta-d-glucopyranose,beta_only,,,3MG,3-O-methyl-beta-D-glucopyranose,3MG,3MG
TU4|,TU4,3-O-octanoyl-alpha-D-glucopyranose (TU4),TU4,glucopyranose,3-o-octanoyl-alpha-d-glucopyranose,alpha_only,TU4,3-O-octanoyl-alpha-D-glucopyranose,,,TU4,TU4
RY7|,RY7,"4,6-dideoxy-4-{[(1S,2S,3S,4R,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)cyclohexyl]amino}-alpha-D-glucopyranose (RY7)",RY7,glucopyranose,"4,6-dideoxy-4-{[(1s,2s,3s,4r,5r)-2,3,4-trihydroxy-5-(hydroxymethyl)cyclohexyl]amino}-alpha-d-glucopyranose",alpha_only,RY7,"4,6-dideoxy-4-{[(1S,2S,3S,4R,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)cyclohexyl]amino}-alpha-D-glucopyranose",,,RY7,RY7
AC1|,AC1,"4,6-dideoxy-4-{[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-alpha-D-glucopyranose (AC1)",AC1,glucopyranose,"4,6-dideoxy-4-{[(1s,4r,5s,6s)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-alpha-d-glucopyranose",alpha_only,AC1,"4,6-dideoxy-4-{[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-alpha-D-glucopyranose",,,AC1,AC1
|AF1,AF1,"4,6-dideoxy-4-{[(1S,4S,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-beta-D-glucopyranose (AF1)",AF1,glucopyranose,"4,6-dideoxy-4-{[(1s,4s,5s,6s)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-beta-d-glucopyranose",beta_only,,,AF1,"4,6-dideoxy-4-{[(1S,4S,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-beta-D-glucopyranose",AF1,AF1
|CEG,CEG,"4,6-O-[(1S)-1-carboxyethylidene]-beta-D-glucopyranose (CEG)",CEG,glucopyranose,"4,6-o-[(1s)-1-carboxyethylidene]-beta-d-glucopyranose",beta_only,,,CEG,"4,6-O-[(1S)-1-carboxyethylidene]-beta-D-glucopyranose",CEG,CEG
AGL|DAG,AGL,"4-amino-4,6-dideoxy-alpha-D-glucopyranose (AGL)",AGL,glucopyranose,"4-amino-4,6-dideoxy-alpha-d-glucopyranose",both,AGL,"4-amino-4,6-dideoxy-alpha-D-glucopyranose",DAG,"4-amino-4,6-dideoxy-beta-D-glucopyranose","AGL, RV7","AGL, DAG"
|GDA,GDA,4-amino-4-deoxy-beta-D-glucopyranose (GDA),GDA,glucopyranose,4-amino-4-deoxy-beta-d-glucopyranose,beta_only,,,GDA,4-amino-4-deoxy-beta-D-glucopyranose,GDA,GDA
